id,zipCode,location.lat,location.lon,status,availability.bikes,availability.slots,slots_proportion,bikes_proportion
55,06700,19.434356,-99.138064,OPN,13,2,0.13333333333333333,0.8666666666666667
124,06500,19.422392,-99.150358,OPN,1,34,0.9714285714285714,0.02857142857142858
159,06760,19.407517,-99.155373,OPN,1,33,0.9705882352941176,0.02941176470588236
241,11520,19.43862,-99.20758,OPN,1,23,0.9583333333333334,0.04166666666666663
243,11510,19.440839,-99.196712,OPN,4,23,0.8518518518518519,0.14814814814814814
350,3710,19.384062,-99.181482,OPN,4,26,0.8666666666666667,0.1333333333333333
445,3340,19.35827,-99.156105,OPN,9,15,0.625,0.375
463,11529,19.442338,-99.202492,OPN,0,26,1.0,0.0
469,11300,19.434183,-99.173089,OPN,2,21,0.9130434782608695,0.08695652173913049
470,11300,19.435039,-99.173879,OPN,3,20,0.8695652173913043,0.13043478260869568
471,11300,19.436287,-99.174888,OPN,1,23,0.9583333333333334,0.04166666666666663
472,11300,19.437667,-99.17711,OPN,5,19,0.7916666666666666,0.20833333333333337
473,11300,19.438143,-99.17519,OPN,7,27,0.7941176470588235,0.20588235294117652
452,11590,19.435031,-99.179838,OPN,0,18,1.0,0.0
246,11510,19.434147,-99.179835,OPN,0,15,1.0,0.0
247,11510,19.432276,-99.18064,OPN,0,23,1.0,0.0
248,11510,19.43175,-99.177399,OPN,6,18,0.75,0.25
249,11510,19.429877,-99.177569,OPN,3,15,0.8333333333333334,0.16666666666666663
250,11510,19.429057,-99.17966,OPN,19,8,0.2962962962962963,0.7037037037037037
251,11510,19.429261,-99.17538,OPN,2,16,0.8888888888888888,0.11111111111111116
252,11510,19.427575,-99.17702,OPN,5,13,0.7222222222222222,0.2777777777777778
253,11510,19.425835,-99.177924,OPN,6,15,0.7142857142857143,0.2857142857142857
433,3104,19.363558,-99.170819,OPN,8,13,0.6190476190476191,0.38095238095238093
434,3104,19.363741,-99.171268,OPN,9,9,0.5,0.5
423,3240,19.367631,-99.175342,OPN,0,23,1.0,0.0
436,3240,19.366217,-99.177819,OPN,11,15,0.5769230769230769,0.42307692307692313
437,3240,19.36480833,-99.17602222,OPN,1,20,0.9523809523809523,0.04761904761904767
438,3240,19.36479722,-99.17458333,OPN,1,21,0.9545454545454546,0.045454545454545414
439,3240,19.36218889,-99.17246667,OPN,7,11,0.6111111111111112,0.38888888888888884
420,3230,19.369723,-99.17964,OPN,0,27,1.0,0.0
421,3230,19.369467,-99.179401,OPN,15,15,0.5,0.5
422,3230,19.368356,-99.177487,OPN,3,18,0.8571428571428571,0.1428571428571429
416,3104,19.371308,-99.177607,OPN,5,24,0.8275862068965517,0.1724137931034483
479,11310,19.444433,-99.179664,OPN,7,17,0.7083333333333334,0.29166666666666663
480,11310,19.446073,-99.181654,OPN,7,13,0.65,0.35
464,11529,19.442421,-99.199838,OPN,3,21,0.875,0.125
333,3810,19.387624,-99.180978,OPN,8,12,0.6,0.4
349,3840,19.385688,-99.180857,OPN,1,20,0.9523809523809523,0.04761904761904767
326,3840,19.388978,-99.174811,OPN,0,29,1.0,0.0
466,11310,19.44269,-99.19083,OPN,3,23,0.8846153846153846,0.11538461538461542
474,11320,19.438984,-99.177549,OPN,2,30,0.9375,0.0625
475,11320,19.439249,-99.181065,OPN,3,21,0.875,0.125
477,11320,19.440905,-99.181743,OPN,2,22,0.9166666666666666,0.08333333333333337
478,11320,19.440818,-99.176961,OPN,1,26,0.9629629629629629,0.03703703703703709
468,11320,19.4366022,-99.1796833,OPN,0,33,1.0,0.0
264,06350,19.440985,-99.152935,OPN,20,14,0.4117647058823529,0.5882352941176471
265,06350,19.440839,-99.152265,OPN,12,24,0.6666666666666666,0.33333333333333337
266,06350,19.444031,-99.152187,OPN,22,13,0.37142857142857144,0.6285714285714286
267,06350,19.443735,-99.152203,OPN,35,1,0.027777777777777776,0.9722222222222222
268,06350,19.442467,-99.151658,OPN,19,12,0.3870967741935484,0.6129032258064516
269,06350,19.442448,-99.151586,OPN,8,23,0.7419354838709677,0.25806451612903225
271,06350,19.443928,-99.152525,OPN,27,0,0.0,1.0
272,06350,19.443556,-99.152556,OPN,11,25,0.6944444444444444,0.3055555555555556
273,06350,19.442707,-99.152956,OPN,5,19,0.7916666666666666,0.20833333333333337
274,06350,19.442772,-99.153289,OPN,35,0,0.0,1.0
275,06350,19.441062,-99.153164,OPN,10,22,0.6875,0.3125
176,06350,19.442689,-99.152286,OPN,34,0,0.0,1.0
347,3710,19.384378,-99.176097,OPN,9,18,0.6666666666666666,0.33333333333333337
353,3710,19.382168,-99.178808,OPN,2,24,0.9230769230769231,0.07692307692307687
362,3710,19.382207,-99.181043,OPN,1,20,0.9523809523809523,0.04761904761904767
363,3710,19.380813,-99.183851,OPN,0,21,1.0,0.0
260,06000,19.435354,-99.147742,OPN,5,10,0.6666666666666666,0.33333333333333337
262,06000,19.43693,-99.13395,OPN,19,13,0.40625,0.59375
87,06000,19.43182,-99.13974,OPN,7,16,0.6956521739130435,0.30434782608695654
89,,19.434946,-99.133989,OPN,9,1,0.1,0.9
90,06000,19.431698,-99.132446,OPN,9,16,0.64,0.36
91,06500,19.4374,-99.137571,OPN,5,15,0.75,0.25
92,06500,19.436531,-99.131497,OPN,10,11,0.5238095238095238,0.47619047619047616
93,06500,19.436741,-99.134811,OPN,14,20,0.5882352941176471,0.4117647058823529
94,06000,19.433766,-99.130918,OPN,10,13,0.5652173913043478,0.4347826086956522
95,06500,19.430722,-99.133698,OPN,18,0,0.0,1.0
96,06500,19.430625,-99.14248,OPN,11,21,0.65625,0.34375
97,06500,19.429189,-99.132759,OPN,10,17,0.6296296296296297,0.37037037037037035
98,06500,19.430267,-99.14861,OPN,3,28,0.9032258064516129,0.09677419354838712
99,06000,19.42995,-99.14591,OPN,8,21,0.7241379310344828,0.27586206896551724
100,06500,19.428485,-99.1338,OPN,14,10,0.4166666666666667,0.5833333333333333
102,06000,19.42821,-99.13949,OPN,13,2,0.13333333333333333,0.8666666666666667
104,06500,19.427059,-99.137116,OPN,11,3,0.21428571428571427,0.7857142857142857
105,06500,19.426755,-99.135014,OPN,6,18,0.75,0.25
106,06500,19.42649,-99.133537,OPN,5,18,0.782608695652174,0.21739130434782605
107,06500,19.427329,-99.149971,OPN,3,33,0.9166666666666666,0.08333333333333337
108,06500,19.427305,-99.149533,OPN,0,24,1.0,0.0
109,06500,19.425311,-99.137421,OPN,11,0,0.0,1.0
52,06140,19.436236,-99.142039,OPN,0,20,1.0,0.0
43,06700,19.435228,-99.146063,OPN,11,22,0.6666666666666666,0.33333333333333337
48,06700,19.433686,-99.146557,OPN,7,5,0.4166666666666667,0.5833333333333333
65,06170,19.436142,-99.139906,OPN,17,1,0.05555555555555555,0.9444444444444444
82,06100,19.433115,-99.143686,OPN,3,7,0.7,0.30000000000000004
29,06500,19.434913,-99.149939,OPN,17,19,0.5277777777777778,0.4722222222222222
192,11510,19.42592,-99.190755,OPN,0,36,1.0,0.0
194,11510,19.424282,-99.180334,OPN,4,20,0.8333333333333334,0.16666666666666663
195,11100,19.424926,-99.185147,OPN,2,21,0.9130434782608695,0.08695652173913049
62,06140,19.413322,-99.175202,OPN,8,10,0.5555555555555556,0.4444444444444444
63,06100,19.413681,-99.171531,OPN,7,29,0.8055555555555556,0.19444444444444442
67,06170,19.411797,-99.17588,OPN,15,9,0.375,0.625
68,06170,19.411556,-99.17406,OPN,13,17,0.5666666666666667,0.43333333333333335
49,06140,19.416712,-99.175704,OPN,2,34,0.9444444444444444,0.05555555555555558
50,06140,19.416938,-99.173648,OPN,0,26,1.0,0.0
53,06140,19.414773,-99.178433,OPN,5,10,0.6666666666666666,0.33333333333333337
54,06700,19.416215,-99.170825,OPN,1,34,0.9714285714285714,0.02857142857142858
57,06140,19.414903,-99.17495,OPN,2,10,0.8333333333333334,0.16666666666666663
58,06140,19.41568,-99.171793,OPN,7,19,0.7307692307692307,0.2692307692307693
60,06140,19.414191,-99.177123,OPN,15,21,0.5833333333333334,0.41666666666666663
447,06140,19.418858,-99.176776,OPN,1,26,0.9629629629629629,0.03703703703703709
4,06500,19.428309,-99.171713,OPN,4,11,0.7333333333333333,0.2666666666666667
5,06500,19.42972,-99.169363,OPN,1,10,0.9090909090909091,0.09090909090909094
6,06500,19.430922,-99.166959,OPN,1,14,0.9333333333333333,0.06666666666666665
7,06500,19.425468,-99.175166,OPN,1,23,0.9583333333333334,0.04166666666666663
1,06500,19.4335714,-99.1678091,OPN,6,17,0.7391304347826086,0.26086956521739135
2,06500,19.431386,-99.171695,OPN,3,9,0.75,0.25
9,06500,19.428009,-99.169918,OPN,1,23,0.9583333333333334,0.04166666666666663
11,06500,19.430992,-99.163593,OPN,0,15,1.0,0.0
12,06500,19.432313,-99.161597,OPN,0,14,1.0,0.0
13,06500,19.42502,-99.17231,OPN,0,35,1.0,0.0
14,06500,19.424768,-99.173261,OPN,0,36,1.0,0.0
15,06500,19.425477,-99.171567,OPN,0,22,1.0,0.0
16,06500,19.427226,-99.168242,OPN,10,26,0.7222222222222222,0.2777777777777778
17,06500,19.427501,-99.167125,OPN,8,19,0.7037037037037037,0.2962962962962963
18,06500,19.42888,-99.164176,OPN,1,32,0.9696969696969697,0.030303030303030276
19,06500,19.429241,-99.163377,OPN,0,22,1.0,0.0
20,06500,19.430964,-99.160206,OPN,0,23,1.0,0.0
257,06500,19.4338,-99.16622,OPN,1,20,0.9523809523809523,0.04761904761904767
